id,name,full_name,address,legal_address,email,phone,fax,site,director,director_id,director_post,organization_rights_form,priority,upstanding_organization_id,is_published,organization_category_id,sr_organization_category_id,slug,created_at,updated_at
93,"ЦГСЭН ЮЗАО г. Москвы","Центр Госсанэпиднадзора в Юго-Западном административном округе г. Москвы","117333, г. Москва, ул. Фотиевой, д. 6, к. 2","117333, г. Москва, ул. Фотиевой, д. 6, к. 2",,"+7 (495) 137-81-91","+7 (495) 137-81-91",,"Журавлев Михаил Викторович",NULL,"Главный санитарный врач",NULL,0,NULL,1,19,NULL,tsgsen_yuzao_moskvi,"2002-04-06 16:33:29","2013-04-04 12:24:25"
94,"ТОТУ Роспотребнадзора ЗАО г. Москвы","ТОТУ Роспотребнадзора ЗАО г. Москвы","121309, г. Москва, ул. Большая Филевская, д. 33","121309, г. Москва, ул. Большая Филевская, д. 33",,"+7 (495) 144-07-92","+7 (495) 144-32-58",,"Гладких Анатолий Михайлович",NULL,"Зам. гл. сан. врача",NULL,0,NULL,1,19,NULL,totu_rospotrebnadzora_zao_moskvi,"2002-04-06 16:33:29","2013-04-04 13:15:57"
95,"ТОТУ Росэпиднадзора СЗАО г. Москвы","Территориальный отдел территориального управления Роспотребнадзора  в Северо-Западном административном округе г. Москвы","123182, г. Москва, ул. Академика Курчатова, д. 17","123182, г. Москва, ул. Академика Курчатова, д. 17",,"+7 (499) 190-15-61, +7 (499) 190-33-33, +7 (499) 190-33-33","+7 (499) 190-42-87",,"Анненков Павел Роевич",NULL,Руководитель,NULL,0,NULL,1,19,NULL,totu_rosepidnadzora_szao_moskvi,"2002-04-06 16:33:30","2013-04-04 12:24:17"
96,"ТОТУ Росэпиднадзора ЦАО г. Москвы","Территориальный отдел территориального управления Роспотребнадзора в Центральном административном округе г. Москвы","107031, г. Москва, ул. Кузнецкий Мост, д. 1/8","107031, г. Москва, ул. Кузнецкий Мост, д. 1/8",,"+7 (495) 692-43-10","+7 (495) 692-43-10",,"Чигирева Эвелина Ивановна",NULL,"Начальник территориального отдела",NULL,0,NULL,1,19,NULL,totu_rosepidnadzora_tsao_moskvi,"2002-04-06 16:33:31","2013-04-04 12:23:49"
97,Мосотделстрой-7,"ОАО ""Мосотделстрой № 7""","115035, г. Москва, Садовническая ул., д. 78, стр. 5",,,"+7 (495) 953-35-76","+7 (495) 953-31-36",http://moc7.ru/,"Маркин Виктор Сергеевич",NULL,"Генеральный директор",ОАО,0,279,1,33,NULL,mosotdelstroy_7,"2002-04-06 16:33:31","2013-07-02 12:39:56"
98,"РСУ N 1 ""Москворечье""","Государственное унитарное предприятие города Москвы ""Ремонтно-строительное предприятие № 1 ""Москворечье""","109017, г. Москва, Новокузнецкая ул., д. 20/21-19","109017, г. Москва, Новокузнецкая ул., д. 20/21-19",,"+7 (495) 953-50-92",,,"Капнулин Николай Сергеевич",NULL,Руководитель,ГУП,0,NULL,1,19,NULL,rsu_quot_moskvorechequot,"2002-04-06 16:33:32","2013-04-04 12:23:31"
99,"ТОТУ Росэпиднадзора  Зеленоградского АО","Территориальный отдел территориального управления Роспотребнадзора  в Зеленоградском административном округе","124489, г. Москва, Медицинский комплекс, д. 6, стр. 1","124483, г. Москва, Медицинский комплекс, д. 6, стр. 1",,"+7 (495) 535-65-39","+7 (495) 536-51-20",,"Денисов Леонид Анатольевич",NULL,"Начальник территориального отдела Зеленоградского АО",NULL,0,NULL,1,19,NULL,totu_rosepidnadzora_zelenogradskogo_ao,"2002-04-06 16:33:32","2013-04-04 12:23:40"
100,Мосмеханкомплект,"ОАО &quot;Мосмеханкомплект&quot;","111141, г. Москва, Плеханова ул., д. 12","111141, г. Москва, ул. Плеханова, д. 12",,"(495) 3680080, 3067133, 6954544","(495) 3066006",,"Андрейчук Иван Павлович",NULL,"Генеральный директор",ОАО,0,NULL,0,33,NULL,mosmehankomplekt,"2002-04-06 16:33:34","2012-12-06 12:14:53"
101,Машстрой,"ОАО &quot;Машстрой&quot;","119192, г. Москва, Винницкая ул., д. 10","119192, г. Москва, ул. Винницкая, д. 10",mashstroy@mtu-net.ru,"(495) 9412993","(495) 1432574",http://www.mashstroy.ru,"Парфененко Владимир Иванович",NULL,"Генеральный директор",ОАО,0,NULL,0,33,NULL,mashstroy,"2002-04-06 16:33:34","2012-12-06 12:20:35"
102,"АТИ ЮВАО","Административно-техническая инспекция по Юго-Восточному  Административному округу","109390, г. Москва, ул. 1-ая Текстильщиков, д.12/9","109390, г. Москва, ул. 1-ая Текстильщиков, д. 12/9",,"+7 (499) 179-55-05",,,"Коротаев Федор Владимирович",NULL,Начальник,NULL,0,NULL,1,19,NULL,ati_yuvao,"2002-04-06 16:33:35","2013-04-04 12:22:43"
103,"УРЗ ЮАО","Управление регулирования землепользования в  ЮАО","117587, г. Москва, Варшавское шоссе, д. 116","117587, г. Москва, Варшавское шоссе, д. 116",,"+7 (495) 318-21-11",,,"Солодкин Владимир Владимирович",NULL,"Начальник управления",ГП,0,NULL,0,19,NULL,urz_yuao,"2002-04-06 16:33:35","2013-05-29 15:05:47"
104,"Префектура ЮВАО","Префектура Юго-Восточного административного округа города Москвы","111024, г. Москва, Авиамоторная ул., д. 10","111024, г. Москва, Авиамоторная ул., д. 10",prefuvao@uvao.mos.ru,"+7 (495) 777-28-04",,http://www.uvao.ru,"Цыбин Андрей Владимирович",NULL,Префект,NULL,0,NULL,1,33,NULL,prefektura_yuvao,"2002-04-06 16:33:35","2015-04-08 10:22:04"
105,"ТОТУ Росэпиднадзора  ВАО г. Москвы","Территориальный отдел территориального управления Роспотребнадзора в Восточном административном округе г. Москвы","111141, г. Москва, ул. 2-я Владимирская, д. 46, к. 2","111141, г. Москва, ул. 2-я Владимирская, д. 46, к. 2",,"+7 (495) 368-20-05","+7 (495) 368-45-50",,"Тибекин Анатолий Трофимович",NULL,"Зам. главного санитарного врача",NULL,0,NULL,1,19,NULL,totu_rosepidnadzora_vao_moskvi,"2002-04-06 16:33:35","2013-04-04 12:23:08"
106,МГЦД,"""Московский городской центр дезинфекции""","129337, г. Москва, ш. Ярославское, д. 9","129337, г. Москва, ш. Ярославское, д. 9",support@mgcd.ru,"+7 (499) 183-56-92",,,"Шиян Юрий Владимирович",NULL,"Главный врач",NULL,0,NULL,1,19,NULL,mgtsd,"2002-04-06 16:33:35","2013-04-04 12:23:19"
107,"ФГУЗ ЦГЭ в г. Москве","Филиал Федерального государственного управления здравоохранения ""Центр гигиены и эпидемиологии в г. Москве на транспорте в Шереметьево""","141426, г. Москва, Международный аэропорт Шереметьево","103340, г. Москва, Международный аэропорт Шереметьево",,"+7 (495) 578-74-41","+7 (495) 578-39-19",,"Пилько Александр Егорович",NULL,"Главный  врач",NULL,0,NULL,1,19,NULL,fguz_tsge_moskve,"2002-04-06 16:33:37","2013-04-04 12:22:35"
108,Энергоремонт,"ОАО &quot;Энергоремонт&quot;","111024, г. Москва, Энтузиастов пр-д, д. 5","111024, г. Москва, пр-д Энтузиастов, д. 5",energoremont54@mail.ru,"(495) 6735258","(495) 6735258",,"Сарбаев Андрей Александрович",NULL,"Генеральный директор",ОАО,0,NULL,0,33,NULL,energoremont,"2002-04-06 16:33:38","2012-12-06 12:01:39"
109,"Полотняно-заводское карьероуправление","ОАО &quot;Полотняно-заводское карьероуправление&quot;","249845, Калужская обл., Дзержинский р-н, пос. Полотняный Завод","249850, Калужская обл., пос. Полотняный Завод",pzku@kaluga.ru,"(084) 3446329, 22327, 46332","(084) 3423922",,"Рыскин Валерий Васильевич",NULL,Руководитель,ОАО,0,NULL,0,33,NULL,polotnyano_zavodskoe_kareroupravlenie,"2002-04-06 16:33:38","2012-12-06 12:10:50"
110,"ЦГСЭН на транспорте во Внуково","Центр Госсанэпиднадзора на транспорте во Внуково","119027, г. Москва, ул. Центральная, д. 8","103027, г. Москва, ул. Центральная, д. 8",,"+7 (495) 436-28-06","+7 (495) 436-25-50",,"Милушкин Юрий Семенович",NULL,Начальник,NULL,0,NULL,1,19,NULL,tsgsen_na_transporte_vo_vnukovo,"2002-04-06 16:33:38","2013-04-04 12:22:24"
111,"Пятовское карьероуправление","ОАО &quot;Пятовское карьероуправление&quot;","249830, Калужская обл., Дзержинский р-н, пос. Пятовский","249830, Калужская обл., Дзержинский р-н, пос. Пятовский",pku@kaluga.ru,"(48434) 33643, 73250","(48434) 33643",http://www.quarry.ru,"Михайлов Евгений Иванович",NULL,"Генеральный директор",ОАО,0,NULL,0,33,NULL,pyatovskoe_kareroupravlenie,"2002-04-06 16:33:39","2012-12-06 12:09:45"
112,ДОК-1,"ОАО &quot;Деревообрабатывающий комбинат N 1&quot; (ДОК-1)","115404, г. Москва, Радиальная 6-я ул., д. 17","115492, г. Москва, ул. 6-я Радиальная, д. 17",dok-1@rambler.ru,"(495) 3773516, 3276680, 3273515, 7302306","(495) 3773506",http://www.dok-1.ru/,"Бондарь Игорь Иванович",NULL,"Генеральный директор",ОАО,0,NULL,0,33,NULL,dok_1,"2002-04-06 16:33:39","2012-12-06 12:24:43"
